timestamp,speed_mode,image_error,turn_out,enc_left,enc_right,enc_diff,gyro_z,r_patch,l_patch,r_lost,l_lost,white_mid,white_nums,r_local,l_local,r_ring_flag,l_ring_flag,angle_ring,speed_out_l,speed_out_r
21:19:40.628,0,8,0,-4,0,-4,5,0,0,0,0,116,94,0,0,0,0,0,0,0
21:19:40.628,0,7,0,-10,0,-10,5,0,0,0,0,114,92,0,0,0,0,0,0,0
21:19:41.159,0,7,0,-6,0,-6,15,0,0,0,0,116,90,0,0,0,0,2,0,0
21:19:41.675,0,3,0,-4,-3,-1,0,0,0,0,0,114,90,0,0,0,0,2,0,0
21:19:52.762,1,2,19,20,-3,23,249,0,0,0,0,114,90,0,0,0,0,3,5030,-623
21:19:52.763,1,2,19,20,-3,23,249,0,0,0,0,114,90,0,0,0,0,3,5030,-623
21:19:52.763,1,2,31,18,2,16,234,0,0,0,0,114,90,0,0,0,0,3,6181,532
21:19:52.763,1,2,31,18,2,16,234,0,0,0,0,114,90,0,0,0,0,3,6181,532
21:19:52.763,1,2,27,17,8,9,240,0,0,0,0,114,90,0,0,0,0,3,7364,1582
21:19:52.763,1,2,27,17,8,9,240,0,0,0,0,114,90,0,0,0,0,3,8298,2516
21:19:52.763,1,2,20,25,16,9,248,0,0,0,0,114,90,0,0,0,0,3,8298,2516
21:19:52.764,1,2,17,44,23,21,252,0,0,0,0,114,92,0,0,0,0,3,8861,3450
21:19:52.764,1,2,17,44,23,21,252,0,0,0,0,114,92,0,0,0,0,3,8861,3395
21:19:52.764,1,3,29,57,31,26,254,0,0,0,0,114,92,0,0,0,0,3,9456,4419
21:19:52.764,1,3,29,57,31,26,254,0,0,0,0,114,92,0,0,0,0,3,9456,4419
21:19:52.764,1,3,23,65,41,24,253,0,0,0,0,116,92,0,0,0,0,3,10250,5210
21:19:52.764,1,3,23,65,41,24,253,0,0,0,0,116,92,0,0,0,0,3,10799,5899
21:19:52.765,1,3,21,79,54,25,255,0,0,0,0,116,92,0,0,0,0,3,10799,5899
21:19:52.765,1,3,22,83,66,17,254,0,0,0,0,116,90,0,0,0,0,2,11614,6574
21:19:52.765,1,3,22,83,66,17,254,0,0,0,0,116,90,0,0,0,0,2,11588,7018
21:19:52.765,1,4,38,95,86,9,251,0,0,0,0,116,90,0,0,0,0,2,12100,7018
21:19:52.765,1,4,37,103,113,-10,245,0,0,0,0,116,90,0,0,0,0,2,12726,7116
21:19:52.765,1,4,37,103,113,-10,245,0,0,0,0,116,90,0,0,0,0,2,12726,7116
21:19:52.765,1,4,37,103,119,-16,241,0,0,0,0,116,90,0,0,0,0,2,13198,7812
21:19:52.766,1,4,40,114,119,-5,241,0,0,0,0,116,90,0,0,0,0,2,13198,7812
21:19:52.766,1,4,40,116,126,-10,241,0,0,0,0,116,92,0,0,0,0,2,13943,8428
21:19:52.766,1,4,40,116,126,-10,241,0,0,0,0,116,92,0,0,0,0,2,14492,8767
21:19:52.766,1,4,35,125,140,-15,247,0,0,0,0,116,92,0,0,0,0,2,14492,8767
21:19:52.975,1,4,24,127,153,-26,4,0,0,0,0,116,90,0,0,0,0,2,15265,9054
21:19:52.975,1,4,24,127,153,-26,4,0,0,0,0,116,90,0,0,0,0,2,15265,9054
21:19:52.975,1,4,24,147,160,-13,18,0,0,0,0,116,90,0,0,0,0,2,15440,9509
21:19:52.975,1,4,13,147,160,-13,18,0,0,0,0,116,90,0,0,0,0,2,15440,9509
21:19:52.975,1,4,7,159,174,-15,25,0,0,0,0,116,90,0,0,0,0,2,15800,9715
21:19:52.975,1,4,7,159,174,-15,25,0,0,0,0,116,90,0,0,0,0,3,15555,9743
21:19:52.975,1,4,6,189,192,-3,26,0,0,0,0,116,90,0,0,0,0,3,15555,9743
21:19:52.975,1,4,4,229,212,17,29,0,0,0,0,116,92,0,0,0,0,3,14862,9673
21:19:52.975,1,4,4,229,212,17,29,0,0,0,0,116,92,0,0,0,0,3,14862,9673
21:19:52.975,1,4,9,212,204,8,22,0,0,0,0,116,92,0,0,0,0,3,15793,10446
21:19:52.977,1,4,13,229,211,18,18,0,0,0,0,116,90,0,0,0,0,3,15709,10778
21:19:52.977,1,4,13,229,211,18,18,0,0,0,0,116,90,0,0,0,0,3,15709,10778
21:19:52.977,1,4,13,229,211,18,18,0,0,0,0,116,90,0,0,0,0,3,15121,10081
