timestamp,speed_mode,image_error,turn_out,enc_left,enc_right,enc_diff,gyro_z,r_patch,l_patch,r_lost,l_lost,white_mid,white_nums,r_local,l_local,r_ring_flag,l_ring_flag,angle_ring,speed_out_l,speed_out_r
21:29:01.437,0,0,7,241,288,-47,248,0,0,0,0,114,90,0,0,0,0,253,11246,8491
21:29:01.437,0,0,7,241,288,-47,248,0,0,0,0,114,90,0,0,0,0,253,11246,9078
21:29:01.437,0,3,23,237,261,-24,253,0,0,0,0,114,90,0,0,0,0,253,11441,9078
21:29:01.437,0,3,23,237,261,-24,253,0,0,0,0,114,90,0,0,0,0,253,11441,9078
21:29:01.437,0,3,19,219,222,-3,1,0,0,0,0,112,88,0,0,0,0,253,11971,9972
21:29:01.437,0,3,24,242,261,-19,4,0,0,0,0,112,88,0,0,0,0,253,11703,9424
21:29:01.437,0,4,24,242,261,-19,4,0,0,0,0,112,88,0,0,0,0,253,11703,9424
21:29:01.437,0,4,23,256,298,-42,5,0,0,0,0,116,88,0,0,0,0,253,11576,8743
21:29:01.437,0,4,23,256,290,-34,4,0,0,0,0,116,88,0,0,0,0,253,11650,8893
21:29:01.437,0,4,24,256,290,-34,4,0,0,0,0,116,88,0,0,0,0,253,11650,8893
21:29:01.438,0,4,19,264,300,-36,10,0,0,0,0,114,90,0,0,0,0,253,11597,8664
21:29:01.438,0,4,19,264,300,-36,10,0,0,0,0,114,90,0,0,0,0,253,11131,8356
21:29:01.438,0,3,15,291,312,-21,6,0,0,0,0,114,90,0,0,0,0,253,11131,8356
21:29:01.438,0,3,34,296,331,-35,5,0,0,0,0,110,88,0,0,0,0,254,9897,6854
21:29:01.438,0,3,34,296,331,-35,5,0,0,0,0,110,88,0,0,0,0,254,9318,6566
21:29:01.438,0,1,5,316,326,-10,16,0,0,0,0,110,88,0,0,0,0,254,9318,6566
21:29:01.440,0,1,5,332,315,17,16,0,0,0,0,110,88,0,0,0,0,254,8700,6470
