timestamp,speed_mode,image_error,turn_out,enc_left,enc_right,enc_diff,gyro_z,r_patch,l_patch,r_lost,l_lost,white_mid,white_nums,r_local,l_local,r_ring_flag,l_ring_flag,angle_ring,speed_out_l,speed_out_r
21:31:16.821,0,0,0,255,0,255,0,0,0,0,0,114,90,0,0,0,0,0,0,0
21:31:26.799,0,-4,0,5,6,-1,0,0,0,0,0,116,90,0,0,0,0,4,0,0
21:31:29.763,0,-5,-38,211,260,-49,255,0,0,0,0,116,88,0,0,0,0,4,13094,9825
21:31:29.763,0,-5,-38,211,260,-49,255,0,0,0,0,116,88,0,0,0,0,4,13094,9825
21:31:29.763,0,-5,-44,229,223,6,5,0,0,0,0,116,88,0,0,0,0,4,13022,10636
21:31:29.763,0,-5,-44,229,223,6,8,0,0,0,0,116,88,0,0,0,0,4,13239,10405
21:31:29.764,0,-5,-47,230,243,-13,8,0,0,0,0,116,88,0,0,0,0,4,13239,10405
21:31:29.764,0,-5,-49,257,265,-8,12,0,0,0,0,114,88,0,0,0,0,4,12902,10080
21:31:29.764,0,-5,-49,257,265,-8,12,0,0,0,0,114,88,0,0,0,0,4,12942,10108
21:31:29.764,0,-5,-46,260,267,-7,7,0,0,0,0,114,88,0,0,0,0,4,12942,10108
21:31:29.764,0,-5,-45,277,278,-1,7,0,0,0,0,114,88,0,0,0,0,4,12702,9928
21:31:29.764,0,-5,-45,277,278,-1,7,0,0,0,0,114,88,0,0,0,0,4,12792,9505
21:31:29.764,0,-5,-38,274,300,-26,254,0,0,0,0,114,88,0,0,0,0,4,12792,9505
21:31:29.764,0,-5,-37,280,296,-16,254,0,0,0,0,114,88,0,0,0,0,4,12725,9521
21:31:29.764,0,-5,-37,280,296,-16,254,0,0,0,0,114,88,0,0,0,0,4,12725,9521
21:31:29.764,0,-5,-42,305,310,-5,3,0,0,0,0,114,88,0,0,0,0,4,12268,9161
21:31:29.764,0,-5,-41,320,333,-13,2,0,0,0,0,114,88,0,0,0,0,4,11912,8585
21:31:29.764,0,-5,-41,320,333,-13,2,0,0,0,0,114,88,0,0,0,0,4,11912,8585
21:31:29.764,0,-5,-41,323,333,-10,2,0,0,0,0,114,88,0,0,0,0,4,11749,8400
21:31:29.764,0,-5,-41,323,333,-10,2,0,0,0,0,114,88,0,0,0,0,4,11749,8400
21:31:29.764,0,-5,-43,322,336,-14,3,0,0,0,0,112,88,0,0,0,0,5,11658,8153
21:31:29.764,0,-5,-43,322,336,-14,3,0,0,0,0,112,88,0,0,0,0,5,11242,7834
21:31:29.764,0,-6,-51,338,341,-3,4,0,0,0,0,112,88,0,0,0,0,5,11242,7834
21:31:29.764,0,-6,-74,363,374,-11,252,0,0,0,0,110,86,0,0,0,0,5,9523,5854
21:31:29.765,0,-6,-74,363,374,-11,252,0,0,0,0,110,86,0,0,0,0,5,9523,5336
21:31:29.765,0,-6,-66,361,375,-14,234,0,0,0,0,110,86,0,0,0,0,4,9117,5336
21:31:29.765,0,-6,-67,373,345,28,235,0,0,0,0,110,88,0,0,0,0,4,8468,5413
21:31:29.765,0,-6,-67,373,345,28,235,0,0,0,0,110,88,0,0,0,0,4,8468,5413
21:31:29.765,0,-6,-66,384,358,26,232,0,0,0,0,110,88,0,0,0,0,4,7760,4751
21:31:29.765,0,-6,-59,409,368,41,216,0,0,0,0,110,88,0,0,0,0,3,6744,4088
21:31:29.765,0,-6,-59,409,368,41,216,0,0,0,0,110,88,0,0,0,0,3,6744,4088
21:31:29.765,0,-6,-59,409,368,41,216,0,0,0,0,110,88,0,0,0,0,3,6911,3656
21:31:29.765,0,-7,-68,373,364,9,204,0,0,0,0,110,88,0,0,0,0,3,6911,3656
21:31:29.765,0,-6,-2,395,369,26,199,0,0,0,0,116,88,0,0,0,0,2,6921,4280
21:31:29.765,0,-6,-2,395,369,26,199,0,0,0,0,116,88,0,0,0,0,2,6540,3884
21:31:29.765,0,-5,13,393,376,17,189,0,0,0,0,116,88,0,0,0,0,2,6540,3884
21:31:29.765,0,-5,21,402,398,4,180,20,0,0,0,116,88,0,0,0,0,1,5954,3142
21:31:29.765,0,-5,21,402,398,4,180,20,0,0,0,116,88,0,0,0,0,0,4492,1958
21:31:29.765,0,-3,32,399,371,28,186,20,20,0,0,116,88,0,0,0,0,0,4963,2831
21:31:30.051,0,-3,32,399,371,28,186,20,20,0,0,116,88,0,0,0,0,0,4963,2831
21:31:30.051,0,-3,32,399,371,28,191,20,20,0,0,116,88,0,0,0,0,0,4345,2302
21:31:30.051,0,-1,33,407,387,20,204,20,20,0,0,116,88,0,0,0,0,255,3938,1895
21:31:30.051,0,-1,33,407,387,20,204,20,20,0,0,116,88,0,0,0,0,255,3938,1895
