timestamp,mode,image_error,turn_out,enc_left,enc_right,enc_diff,gyro_z,r_patch,l_patch,r_lost,l_lost,white_mid,white_nums,r_local,l_local,r_ring_flag,l_ring_flag,angle_ring
19:40:33.203,普通,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19:40:33.203,普通,0,0,0,-2,2,255,0,0,0,0,110,88,0,0,0,0,0
19:40:33.203,普通,-3,0,0,2,-2,0,0,0,0,0,114,88,0,0,0,0,255
19:40:33.726,普通,-3,0,0,0,0,0,0,0,0,0,114,88,0,0,0,0,255
19:40:33.726,普通,-3,0,0,0,0,0,0,0,0,0,112,88,0,0,0,0,255
19:40:33.726,普通,-3,0,0,-1,1,252,0,0,0,0,112,90,0,0,0,0,255
19:40:33.726,普通,-2,0,0,0,0,253,0,0,0,0,116,90,0,0,0,0,254
19:40:33.726,普通,0,0,-1,-3,2,253,0,0,0,0,110,88,0,0,0,0,255
19:40:34.254,普通,-1,0,0,0,0,253,0,0,0,0,114,88,0,0,0,0,255
19:40:34.254,普通,-1,0,0,-1,1,255,0,0,0,0,112,90,0,0,0,0,255
19:40:34.254,普通,-1,0,0,0,0,0,0,0,0,0,112,90,0,0,0,0,255
19:40:34.254,普通,-1,0,0,0,0,0,0,0,0,0,110,90,0,0,0,0,255
19:40:34.771,普通,-1,0,0,1,-1,255,0,0,0,0,110,90,0,0,0,0,255
19:40:34.771,普通,-1,0,2,2,0,2,0,0,0,0,110,90,0,0,0,0,255
19:40:34.771,普通,-1,0,1,2,-1,1,0,0,0,0,112,90,0,0,0,0,255
19:40:34.771,普通,-1,0,0,0,0,0,0,0,0,0,112,90,0,0,0,0,255
19:40:34.771,普通,-1,0,2,3,-1,0,0,0,0,0,110,90,0,0,0,0,255
19:40:35.298,普通,-1,0,4,5,-1,0,0,0,0,0,110,90,0,0,0,0,255
19:40:35.298,普通,-1,0,-5,-4,-1,0,0,0,0,0,112,90,0,0,0,0,255
19:40:35.298,普通,-1,0,-4,0,-4,0,0,0,0,0,112,90,0,0,0,0,255
19:40:35.814,普通,-1,0,0,1,-1,0,0,0,0,0,112,90,0,0,0,0,255
19:40:35.814,普通,-1,0,0,0,0,0,0,0,0,0,112,90,0,0,0,0,255
19:40:36.343,普通,-1,0,0,0,0,0,0,0,0,0,112,90,0,0,0,0,255
19:40:36.343,普通,-1,0,0,0,0,0,0,0,0,0,112,90,0,0,0,0,255
19:40:36.872,普通,-1,0,0,0,0,0,0,0,0,0,112,90,0,0,0,0,255
19:40:36.872,普通,-1,0,0,0,0,0,0,0,0,0,112,90,0,0,0,0,255
19:40:37.388,普通,-1,0,0,0,0,0,0,0,0,0,112,90,0,0,0,0,255
19:40:37.388,普通,-1,0,0,0,0,0,0,0,0,0,112,90,0,0,0,0,255
