timestamp,speed_mode,image_error,turn_out,enc_left,enc_right,enc_diff,gyro_z,r_patch,l_patch,r_lost,l_lost,white_mid,white_nums,r_local,l_local,r_ring_flag,l_ring_flag,angle_ring,speed_out_l,speed_out_r
13:36:10.564,0,0,0,0,-4,4,240,0,0,0,0,114,90,0,0,0,0,255,0,0
13:36:10.564,0,0,0,0,-5,5,0,0,0,0,0,116,92,0,0,0,0,255,0,0
13:36:10.564,0,0,0,5,2,3,4,0,0,0,0,114,90,0,0,0,0,255,0,0
13:36:11.082,0,-1,0,-4,2,-6,3,0,0,0,0,114,92,0,0,0,0,0,0,0
13:36:13.176,0,0,0,-5,-4,-1,1,0,0,0,0,114,90,0,0,0,0,0,0,0
13:36:13.176,0,0,0,4,5,-1,0,0,0,0,0,114,92,0,0,0,0,0,0,0
13:36:34.550,0,0,0,-1,-5,4,248,0,0,0,0,114,90,0,0,0,0,0,0,0
13:36:35.582,0,1,0,-6,0,-6,252,0,0,0,0,116,92,0,0,0,0,0,0,0
13:36:37.139,0,2,0,-4,-1,-3,3,0,0,0,0,114,90,0,0,0,0,255,0,0
13:36:38.057,0,1,0,-1,-256,255,0,0,0,0,0,116,92,0,0,0,0,0,0,0
13:36:38.685,0,1,0,3,4,-1,0,0,0,0,0,116,92,0,0,0,0,0,0,0
13:36:38.685,0,1,0,3,4,-1,0,0,0,0,0,116,92,0,0,0,0,0,0,0
13:36:38.685,0,1,0,3,4,-1,0,0,0,0,0,116,92,0,0,0,0,0,0,0
13:36:38.686,0,1,0,3,4,-1,0,0,0,0,0,116,92,0,0,0,0,0,0,0
13:36:38.686,0,1,0,2,4,-2,0,0,0,0,0,116,90,0,0,0,0,0,0,0
13:36:38.686,0,1,0,0,4,-4,0,0,0,0,0,116,90,0,0,0,0,0,0,0
13:36:38.686,0,1,0,0,4,-4,0,0,0,0,0,116,90,0,0,0,0,0,0,0
13:36:38.686,0,1,0,0,4,-4,0,0,0,0,0,116,90,0,0,0,0,0,0,0
13:36:38.686,0,1,0,0,4,-4,0,0,0,0,0,116,92,0,0,0,0,0,0,0
13:36:38.686,0,1,0,0,4,-4,0,0,0,0,0,116,92,0,0,0,0,0,0,0
13:36:38.686,0,1,0,0,4,-4,0,0,0,0,0,116,92,0,0,0,0,0,0,0
13:36:38.686,0,1,0,0,4,-4,0,0,0,0,0,116,92,0,0,0,0,0,0,0
13:36:38.686,0,1,0,3,4,-1,0,0,0,0,0,116,92,0,0,0,0,0,0,0
13:36:38.686,0,1,0,3,4,-1,0,0,0,0,0,116,92,0,0,0,0,0,0,0
13:36:38.686,0,1,0,3,4,-1,0,0,0,0,0,116,92,0,0,0,0,0,0,0
13:36:38.686,0,1,0,3,4,-1,0,0,0,0,0,116,92,0,0,0,0,0,0,0
13:36:38.686,0,1,0,3,4,-1,0,0,0,0,0,116,92,0,0,0,0,0,0,0
13:36:38.686,0,1,0,3,4,-1,0,0,0,0,0,116,90,0,0,0,0,0,0,0
13:36:38.686,0,1,0,3,4,-1,0,0,0,0,0,116,92,0,0,0,0,0,0,0
13:36:58.696,1,1,6,-4,-3,-1,0,0,0,0,0,116,92,0,0,0,0,0,16949,23369
13:36:58.696,1,1,6,-4,-3,-1,0,0,0,0,0,116,92,0,0,0,0,0,16949,23369
13:36:58.696,1,1,6,-4,-3,-1,0,0,0,0,0,116,92,0,0,0,0,0,16949,23369
