timestamp,speed_mode,image_error,turn_out,enc_left,enc_right,enc_diff,gyro_z,r_patch,l_patch,r_lost,l_lost,white_mid,white_nums,r_local,l_local,r_ring_flag,l_ring_flag,angle_ring,speed_out_l,speed_out_r
21:17:39.031,0,-1,0,-5,-4,-1,0,64,62,0,7,116,0,0,0,0,0,2,0,0
21:17:39.549,0,-11,0,11,8,3,246,62,66,0,9,116,0,0,0,0,0,1,0,0
21:17:39.549,0,-2,0,21,25,-4,8,70,64,0,9,116,12,0,0,0,0,1,0,0
21:17:39.549,0,0,0,18,19,-1,5,66,82,0,8,116,68,0,2,0,0,2,0,0
21:17:40.078,0,-4,0,-10,-12,2,248,80,74,0,6,116,32,0,0,0,0,2,0,0
21:17:40.078,0,-6,0,-16,-15,-1,4,76,72,0,10,116,30,0,0,0,0,2,0,0
21:17:40.078,0,-1,0,-12,-11,-1,0,70,72,0,3,116,28,0,0,0,0,3,0,0
21:17:40.595,0,24,0,9,12,-3,4,72,72,0,8,116,32,0,0,0,0,2,0,0
21:17:40.595,0,5,0,15,16,-1,5,110,110,0,10,108,114,0,1,0,0,3,0,0
21:17:40.595,0,12,0,15,17,-2,5,76,76,0,9,112,104,0,0,0,0,4,0,0
21:17:40.595,0,-6,0,11,8,3,2,84,76,0,4,116,46,0,0,0,0,4,0,0
21:17:41.122,0,-22,0,-4,-3,-1,0,70,100,0,11,116,106,0,2,0,0,4,0,0
21:17:41.122,0,-9,0,-14,-14,0,0,70,110,0,9,116,112,0,1,0,0,4,0,0
21:17:41.122,0,-5,0,-16,-16,0,255,68,110,0,10,116,68,0,0,0,0,4,0,0
21:17:41.122,0,-5,0,-11,-12,1,253,68,110,0,8,116,66,0,0,0,0,4,0,0
21:17:41.652,0,-9,0,9,9,0,0,66,78,0,8,116,80,0,1,0,0,3,0,0
21:17:41.653,0,-5,0,17,19,-2,0,66,74,0,11,116,68,0,1,0,0,3,0,0
21:17:41.653,0,-5,0,17,17,0,254,68,106,0,9,114,62,0,1,0,0,3,0,0
21:17:42.168,0,-4,0,2,4,-2,2,68,86,0,13,116,64,0,3,0,0,3,0,0
21:17:42.168,0,-7,0,-7,-7,0,255,72,72,0,2,116,36,0,0,0,0,3,0,0
21:17:42.168,0,-21,0,-14,-14,0,255,66,76,0,8,114,60,0,0,0,0,3,0,0
21:17:42.168,0,-7,0,-16,-15,-1,255,66,110,0,11,116,68,0,2,0,0,3,0,0
21:17:42.687,0,3,0,-13,-14,1,254,64,84,0,9,116,80,0,1,0,0,2,0,0
21:17:42.687,0,0,0,-9,-10,1,252,68,66,0,6,116,0,0,0,0,0,2,0,0
