timestamp,mode,image_error,turn_out,enc_left,enc_right,enc_diff,gyro_z,r_patch,l_patch,r_lost,l_lost,white_mid,white_nums,r_local,l_local,r_ring_flag,l_ring_flag,angle_ring
19:39:19.386,普通,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19:39:19.902,普通,0,0,0,0,0,0,94,94,0,0,34,188,0,0,0,0,0
19:39:19.902,普通,10,0,0,0,0,0,92,92,0,0,36,188,0,0,0,0,0
19:39:19.902,普通,9,0,0,0,0,0,94,94,0,0,34,188,0,0,0,0,0
19:39:19.902,普通,10,0,0,0,0,0,92,92,0,0,36,188,0,0,0,0,0
19:39:20.418,普通,0,0,0,0,0,0,94,94,0,0,34,188,0,0,0,0,0
19:39:20.418,普通,10,0,0,0,0,0,94,94,0,0,34,188,0,0,0,0,0
19:39:20.418,普通,10,0,0,0,0,0,94,94,0,0,34,188,0,0,0,0,0
19:39:20.418,普通,10,0,0,0,0,0,92,92,0,0,36,188,0,0,0,0,0
19:39:20.418,普通,0,0,0,0,0,0,92,92,0,0,36,188,0,0,0,0,0
19:39:20.947,普通,0,0,0,0,0,0,94,94,0,0,34,188,0,0,0,0,0
19:39:20.947,普通,10,0,0,0,0,0,94,94,0,0,34,188,0,0,0,0,0
19:39:20.947,普通,11,0,0,0,0,0,92,92,0,0,36,188,0,0,0,0,0
