timestamp,speed_mode,image_error,turn_out,enc_left,enc_right,enc_diff,gyro_z,r_patch,l_patch,r_lost,l_lost,white_mid,white_nums,r_local,l_local,r_ring_flag,l_ring_flag,angle_ring,speed_out_l,speed_out_r
13:33:00.978,0,-5,0,4,1,3,0,0,0,0,0,114,92,0,0,0,0,255,0,0
13:33:19.207,0,-5,0,-1,-4,3,251,0,0,0,0,116,92,0,0,0,0,255,0,0
13:33:19.724,0,-4,0,-1,-5,4,254,0,0,0,0,114,92,0,0,0,0,255,0,0
13:33:19.724,0,0,0,0,-4,4,244,0,0,0,0,114,92,0,0,0,0,250,0,0
13:33:21.278,0,1,0,0,5,-5,14,0,0,0,0,116,90,0,0,0,0,252,0,0
13:33:23.345,0,0,0,-4,-4,0,255,0,0,0,0,114,92,0,0,0,0,251,0,0
13:33:35.409,1,-1,-3,-3,5,-8,254,0,0,0,0,112,92,0,0,0,0,253,4295,4181
13:33:35.410,1,-1,-3,-3,5,-8,254,0,0,0,0,112,92,0,0,0,0,253,4295,4181
13:33:35.410,1,-1,-3,-3,5,-8,254,0,0,0,0,112,92,0,0,0,0,253,4295,4181
13:33:35.410,1,-1,-3,-3,5,-8,254,0,0,0,0,112,92,0,0,0,0,253,5384,5361
13:33:35.411,1,-1,-8,17,21,-4,2,0,0,0,0,112,92,0,0,0,0,253,6646,6530
13:33:35.411,1,-1,-8,17,21,-4,2,0,0,0,0,112,92,0,0,0,0,253,6646,6530
13:33:35.411,1,-1,-8,17,21,-4,2,0,0,0,0,112,92,0,0,0,0,253,7709,7589
13:33:35.411,1,-1,-11,40,46,-6,6,0,0,0,0,112,92,0,0,0,0,253,8788,8586
13:33:35.411,1,-1,-11,40,46,-6,6,0,0,0,0,112,92,0,0,0,0,253,8788,8586
13:33:35.412,1,-1,-11,40,46,-6,6,0,0,0,0,112,92,0,0,0,0,253,8788,8586
13:33:35.412,1,-1,-13,69,81,-12,9,0,0,0,0,112,92,0,0,0,0,253,10674,10224
13:33:35.412,1,-1,-13,69,81,-12,9,0,0,0,0,112,92,0,0,0,0,253,10674,10224
13:33:35.412,1,-1,-13,69,81,-12,9,0,0,0,0,112,92,0,0,0,0,253,10674,10224
13:33:35.412,1,-1,-13,69,81,-12,9,0,0,0,0,112,92,0,0,0,0,253,11620,10926
13:33:35.412,1,-1,-18,95,122,-27,15,0,0,0,0,112,90,0,0,0,0,254,12429,11480
13:33:35.412,1,-1,-18,95,122,-27,15,0,0,0,0,112,90,0,0,0,0,254,12429,11480
13:33:35.412,1,-1,-18,95,122,-27,15,0,0,0,0,112,90,0,0,0,0,254,12429,11480
13:33:35.412,1,-2,-28,127,140,-13,20,0,0,0,0,116,88,0,0,0,0,254,13882,12913
13:33:35.412,1,-2,-28,127,140,-13,20,0,0,0,0,116,88,0,0,0,0,254,13882,12913
13:33:35.412,1,-2,-28,127,140,-13,20,0,0,0,0,116,88,0,0,0,0,254,13882,12913
13:33:35.412,1,-3,-66,191,164,27,50,0,0,0,0,114,88,0,0,0,0,255,14526,13950
13:33:35.412,1,-3,-66,191,164,27,50,0,0,0,0,114,88,0,0,0,0,255,14526,13950
13:33:35.412,1,-3,-66,191,164,27,50,0,0,0,0,114,88,0,0,0,0,255,14526,13950
13:33:35.412,1,-3,-63,228,178,50,56,0,0,0,0,114,88,0,0,0,0,0,15477,15154
13:33:35.412,1,-3,-63,212,178,34,56,0,0,0,0,114,88,0,0,0,0,0,15477,15154
13:33:35.412,1,-3,-63,212,178,34,56,0,0,0,0,114,88,0,0,0,0,0,15477,15154
13:33:35.412,1,-3,-63,212,178,34,56,0,0,0,0,114,88,0,0,0,0,0,15477,15154
13:33:35.413,1,-3,-51,196,223,-27,41,0,0,0,0,116,88,0,0,0,0,0,17245,15696
13:33:35.413,1,-3,-51,196,223,-27,41,0,0,0,0,116,88,0,0,0,0,0,17245,15696
13:33:35.413,1,-3,-51,196,223,-27,41,0,0,0,0,116,88,0,0,0,0,0,17245,15696
13:33:35.413,1,-8,-102,246,231,15,38,0,0,0,0,114,88,0,0,0,0,1,17814,16442
13:33:35.413,1,-8,-102,246,231,15,38,0,0,0,0,114,88,0,0,0,0,1,17814,16442
13:33:35.667,1,-8,-102,246,231,15,38,0,0,0,0,114,88,0,0,0,0,1,17814,16442
13:33:35.667,1,-8,-74,231,239,-8,32,0,0,0,0,112,90,0,0,0,0,1,19222,17214
13:33:35.668,1,-10,-93,235,244,-9,21,0,0,0,0,112,90,0,0,0,0,1,19222,17214
13:33:35.668,1,-10,-93,235,244,-9,21,0,0,0,0,112,90,0,0,0,0,1,19222,17214
13:33:35.668,1,-10,-93,235,244,-9,21,0,0,0,0,112,90,0,0,0,0,1,19222,17214
13:33:35.668,1,-10,-73,267,303,-36,17,0,0,0,0,116,90,0,0,0,0,1,19691,16937
13:33:35.668,1,-10,-73,267,303,-36,17,0,0,0,0,116,90,0,0,0,0,1,19691,16937
13:33:35.668,1,-10,-73,267,303,-36,17,0,0,0,0,116,90,0,0,0,0,1,19691,16937
13:33:35.668,1,-14,-103,296,358,-62,4,0,0,1,0,116,90,1,0,0,0,2,20143,16130
13:33:35.668,1,-14,-103,296,358,-62,4,0,0,1,0,116,90,1,0,0,0,2,20143,16130
13:33:35.668,1,-14,-103,296,358,-62,4,0,0,1,0,116,90,1,0,0,0,2,20143,16130
